address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Калужская обл, Боровский р-н, г Балабаново",249000,Россия,Центральный,обл,Калужская,р-н,Боровский,г,Балабаново,,,4000400200000,ef65fa9c-6516-4175-a00a-6410a4a6f2d6,4,0,29206505000,29606105001,4025,UTC+3,55.1773714,36.6566951,26337,1584
"Калужская обл, Жуковский р-н, г Белоусово",249160,Россия,Центральный,обл,Калужская,р-н,Жуковский,г,Белоусово,,,4000900200000,4601e932-0ca3-474f-a8a6-e67cc034b346,4,0,29213507000,29613157001,4011,UTC+3,55.0956803,36.677629,8432,1962
"Калужская обл, г Боровск",249010,Россия,Центральный,обл,Калужская,р-н,Боровский,г,Боровск,,,4000400100000,db14bfff-fea7-469e-82f4-ccf4209d6753,4,1,29206501000,29606101001,4025,UTC+3,55.2130096,36.4926251,12283,1358
"Калужская обл, Боровский р-н, г Ермолино",249026,Россия,Центральный,обл,Калужская,р-н,Боровский,г,Ермолино,,,4000400400000,0c66ce29-8464-40ef-a11d-e8e6df7475fd,4,0,29206507000,29606157001,4025,UTC+3,55.1971758,36.5952722,10409,1601
"Калужская обл, г Жиздра",249340,Россия,Центральный,обл,Калужская,р-н,Жиздринский,г,Жиздра,,,4000800100000,2073f6df-cf12-455f-818d-cedea8f783fa,4,1,29212501000,29612101,4024,UTC+3,53.7521926,34.7386592,5585,1146
"Калужская обл, г Жуков",249190,Россия,Центральный,обл,Калужская,р-н,Жуковский,г,Жуков,,,4000900100000,53f014ee-1074-4f90-b948-9e5219e24b9b,4,1,29213501000,29613101001,4011,UTC+3,55.0301833,36.7394903,12150,1600
г Калуга,248000,Россия,Центральный,обл,Калужская,,,г,Калуга,,,4000000100000,b502ae45-897e-4b6f-9776-6ff49740b537,4,2,29401000000,29701000001,4000,UTC+3,54.5059848,36.2516245,325185,1371
"Калужская обл, г Киров",249440,Россия,Центральный,обл,Калужская,р-н,Кировский,г,Киров,,,4001100100000,7c875ac0-5c75-4798-8786-564ccb5bd9f2,4,1,29214501000,29614101001,4023,UTC+3,54.0790111,34.3076201,31888,1745
"Калужская обл, г Козельск",249720,Россия,Центральный,обл,Калужская,р-н,Козельский,г,Козельск,,,4001200100000,adc77035-406d-4cb4-9bcc-094c89ac67fc,4,1,29216501000,29616101001,4001,UTC+3,54.0347201,35.780768,18203,1100
"Калужская обл, г Кондрово",249830,Россия,Центральный,обл,Калужская,р-н,Дзержинский,г,Кондрово,,,4000600100000,9ea37890-3ec5-4425-8e41-f60d1844335d,4,1,29208501000,29608101001,4004,UTC+3,54.7959473,35.9274842,16672,1615
"Калужская обл, Жуковский р-н, г Кременки",249185,Россия,Центральный,обл,Калужская,р-н,Жуковский,г,Кременки,,,4000900400000,73c0bcae-5da5-4796-9084-9b9e5905d501,4,0,29213510000,29613160001,4011,UTC+3,54.8862447,37.1168701,11617,1700
"Калужская обл, г Людиново",249400,Россия,Центральный,обл,Калужская,р-н,Людиновский,г,Людиново,,,4001400100000,e6b8a826-768f-4745-889b-e774c1520c5f,4,1,29220501000,29620101001,4024,UTC+3,53.8700828,34.4385915,40550,1626
"Калужская обл, г Малоярославец",249091,Россия,Центральный,обл,Калужская,р-н,Малоярославецкий,г,Малоярославец,,,4001500100000,72cb3a9a-0180-4619-ac08-07e762e58e6f,4,1,29223501000,29623101001,4011,UTC+3,55.0177123,36.4633603,30401,1402
"Калужская обл, г Медынь",249950,Россия,Центральный,обл,Калужская,р-н,Медынский,г,Медынь,,,4001600100000,df03aec4-0859-4f40-9f51-90b2ed2f83ef,4,1,29225501000,29625101001,4004,UTC+3,54.9689785,35.8872168,8298,1386
"Калужская обл, г Мещовск",249240,Россия,Центральный,обл,Калужская,р-н,Мещовский,г,Мещовск,,,4001700100000,9b4890ea-75d9-4464-96f1-077c8a9c7e34,4,1,29227501000,29627101001,4001,UTC+3,54.3191471,35.2816918,4101,1238
"Калужская обл, г Мосальск",249930,Россия,Центральный,обл,Калужская,р-н,Мосальский,г,Мосальск,,,4001800100000,4ae6d306-349e-4fb8-9ce9-7c3735d3c4e6,4,1,29229501000,29629101001,4023,UTC+3,54.4824939,34.9872239,4285,1231
"Калужская обл, г Обнинск",249030,Россия,Центральный,обл,Калужская,,,г,Обнинск,,,4000000200000,05a647ff-b859-4c93-8c8e-3590110a0085,4,0,29415000000,29715000001,4025,UTC+3,55.0943144,36.6121639,104798,1946
"Калужская обл, Козельский р-н, г Сосенский",249710,Россия,Центральный,обл,Калужская,р-н,Козельский,г,Сосенский,,,4001200200000,44326142-0196-4cec-abcb-79853fe6cfd4,4,0,29216504000,29616104001,4001,UTC+3,54.0566016,35.9621646,12394,1952
"Калужская обл, г Спас-Деменск",249610,Россия,Центральный,обл,Калужская,р-н,Спас-Деменский,г,Спас-Деменск,,,4000500100000,30745bd5-b803-4327-baf9-006f25353acc,4,1,29234501000,29634101001,4023,UTC+3,54.409922,34.0189631,4904,1446
"Калужская обл, г Сухиничи",249270,Россия,Центральный,обл,Калужская,р-н,Сухиничский,г,Сухиничи,,,4002000100000,84778f7b-bf8c-45cc-84e1-dfd136368e6a,4,1,29236501000,29636101001,4001,UTC+3,54.097296,35.3443568,16295,1700
"Калужская обл, Тарусский р-н, г Таруса",249100,Россия,Центральный,обл,Калужская,р-н,Тарусский,г,Таруса,,,4002100100000,31a0a531-a20f-4ccc-a370-551cd9867b0c,4,0,29238501000,29638101001,4029,UTC+3,54.7236477,37.1671,9656,1246
"Калужская обл, г Юхнов",249910,Россия,Центральный,обл,Калужская,р-н,Юхновский,г,Юхнов,,,4002500100000,503b2859-0304-4e8e-b627-8f611ff27d5e,4,1,29250501000,29650101001,4004,UTC+3,54.7446445,35.2424346,7056,1410
"Камчатский край, г Вилючинск",684090,Россия,Дальневосточный,край,Камчатский,,,г,Вилючинск,,,4100000200000,b75a9701-5cd4-4623-99d5-4fa7463ceb47,4,0,30535000000,30735000001,4100,UTC+12,52.9302415,158.4057632,22905,1968
"Камчатский край, г Елизово",684000,Россия,Дальневосточный,край,Камчатский,р-н,Елизовский,г,Елизово,,,4100500100000,3da129ee-9b72-45ec-bef9-07b69e1eed4e,4,1,30402000000,30607101001,4100,UTC+12,53.1830375,158.3883548,39548,1848
г Петропавловск-Камчатский,683000,Россия,Дальневосточный,край,Камчатский,,,г,Петропавловск-Камчатский,,,4100000100000,0b3f0723-5fe0-4c23-af44-8082166c6d2e,4,2,30401000000,30701000001,4100,UTC+12,53.036908,158.6559254,179526,1740
"Респ Карачаево-Черкесская, г Карачаевск",369200,Россия,Северо-Кавказский,Респ,Карачаево-Черкесская,,,г,Карачаевск,,,0900000200000,cb390fbd-3149-4ac9-b9fb-6af069d51b71,4,1,91405000000,91705000001,0916,UTC+3,43.7732525,41.9143472,23848,1926
"Респ Карачаево-Черкесская, г Теберда",369212,Россия,Северо-Кавказский,Респ,Карачаево-Черкесская,,,г,Теберда,,,0900000300000,2edbb310-a924-44a8-a6d0-c9b825214fcf,4,0,91405503000,91705000006,0916,UTC+3,43.4437731,41.7415142,9097,1868
"Респ Карачаево-Черкесская, г Усть-Джегута",369300,Россия,Северо-Кавказский,Респ,Карачаево-Черкесская,р-н,Усть-Джегутинский,г,Усть-Джегута,,,0900800100000,5de40749-195c-445b-b65a-fd1c397d1440,4,1,91235501000,91635101001,0916,UTC+3,44.0838442,41.9711046,30602,1868
г Черкесск,369000,Россия,Северо-Кавказский,Респ,Карачаево-Черкесская,,,г,Черкесск,,,0900000100000,2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08,4,2,91401000000,91701000001,0917,UTC+3,44.2269425,42.0466704,121439,1825
"Респ Карелия, г Беломорск",186500,Россия,Северо-Западный,Респ,Карелия,р-н,Беломорский,г,Беломорск,,,1000200100000,b4bc7957-5539-4da9-ac5f-d6ee037c0d52,4,1,86204501000,86604101001,1032,UTC+3,64.5378417,34.7799462,11217,1100
"Респ Карелия, Кемский р-н, г Кемь",186610,Россия,Северо-Западный,Респ,Карелия,р-н,Кемский,г,Кемь,,,1000400100000,e4338e50-dae7-4bd0-8843-ca0db77140d3,4,0,86212501000,86612101001,1031,UTC+3,64.9543539,34.5949263,13061,1300
"Респ Карелия, г Кондопога",186220,Россия,Северо-Западный,Респ,Карелия,р-н,Кондопожский,г,Кондопога,,,1000500100000,ca9f6919-1174-4f35-a932-232fa02a4334,4,1,86215501000,86615101001,1039,UTC+3,62.2059817,34.2682122,32978,1563
"Респ Карелия, г Костомукша",186930,Россия,Северо-Западный,Респ,Карелия,,,г,Костомукша,,,1000000400000,1925075b-8541-4075-97ea-edad0557626e,4,0,86406000000,86706000001,1031,UTC+3,64.5889398,30.6016832,28433,1977
"Респ Карелия, г Лахденпохья",186730,Россия,Северо-Западный,Респ,Карелия,р-н,Лахденпохский,г,Лахденпохья,,,1000600100000,5b02bb69-ea4f-482d-b6c3-5bdfea5244d6,4,1,86218501000,86618101001,1035,UTC+3,61.518881,30.1996116,7818,1600
"Респ Карелия, г Медвежьегорск",186350,Россия,Северо-Западный,Респ,Карелия,р-н,Медвежьегорский,г,Медвежьегорск,,,1000800100000,fec511c3-62fc-4093-95bd-89f05b26afa6,4,1,86224501000,86624101001,1039,UTC+3,62.9127626,34.4568489,15536,1916
"Респ Карелия, г Олонец",186000,Россия,Северо-Западный,Респ,Карелия,р-н,Олонецкий,г,Олонец,,,1001000100000,38568ddc-20b7-409f-aa76-024b3b02c637,4,1,86230501000,86630101001,1035,UTC+3,60.9794025,32.9725519,9060,1137
г Петрозаводск,185000,Россия,Северо-Западный,Респ,Карелия,,,г,Петрозаводск,,,1000000100000,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4,2,86401000000,86701000001,1001,UTC+3,61.7891264,34.3596434,263540,1703
"Респ Карелия, г Питкяранта",186810,Россия,Северо-Западный,Респ,Карелия,р-н,Питкярантский,г,Питкяранта,,,1001100100000,284264da-5fb5-4301-b36a-1127d751329d,4,1,86233501000,86633101001,1035,UTC+3,61.5757191,31.4640557,11484,1800
"Респ Карелия, г Пудож",186150,Россия,Северо-Западный,Респ,Карелия,р-н,Пудожский,г,Пудож,,,1001300100000,ed96ee68-5ea9-4ebd-950a-2bbbd545b78e,4,1,86242501000,86642101001,1039,UTC+3,61.8058821,36.5329941,9698,1382
"Респ Карелия, г Сегежа",186420,Россия,Северо-Западный,Респ,Карелия,р-н,Сегежский,г,Сегежа,,,1001400100000,4eb67866-2460-40c3-b69f-80889385caa3,4,1,86245501000,86645101001,1032,UTC+3,63.7437572,34.3126982,29660,1914
"Респ Карелия, г Сортавала",186790,Россия,Северо-Западный,Респ,Карелия,,,г,Сортавала,,,1000000700000,7fa96873-4865-4f14-99e4-78d118cdca8b,4,0,86410000017,86610101001,1035,UTC+3,61.703367,30.6916998,19215,1468
"Респ Карелия, г Суоярви",186870,Россия,Северо-Западный,Респ,Карелия,р-н,Суоярвский,г,Суоярви,,,1001500100000,8a5c4019-f746-4445-8679-cb6740633a78,4,1,86250501000,86650101001,1040,UTC+3,62.0787293,32.3499386,9763,1500
"Кемеровская область - Кузбасс, г Анжеро-Судженск",652470,Россия,Сибирский,обл,Кемеровская область - Кузбасс,,,г,Анжеро-Судженск,,,4200000200000,8a5314a4-903e-475c-a4db-8f03db3b793f,4,0,32404000000,32704000001,4246,UTC+7,56.0786281,86.0201278,76669,1896
"Кемеровская область - Кузбасс, г Белово",652600,Россия,Сибирский,обл,Кемеровская область - Кузбасс,,,г,Белово,,,4200001500000,1346744e-8a64-4712-8939-bb84a1692874,4,0,32407000000,32707000001,4212,UTC+7,54.4220968,86.3037373,76752,1726
"Кемеровская область - Кузбасс, г Березовский",652420,Россия,Сибирский,обл,Кемеровская область - Кузбасс,,,г,Березовский,,,4200000300000,ef6bac92-b712-42ba-942b-515b36b9a32c,4,0,32410000000,32710000001,4205,UTC+7,55.6693513,86.2744459,47292,1965
"Кемеровская область - Кузбасс, г Гурьевск",652780,Россия,Сибирский,обл,Кемеровская область - Кузбасс,р-н,Гурьевский,г,Гурьевск,,,4200300100000,9924881d-bc20-4e72-8c2e-e4cf415c93c1,4,1,32413000000,32502000001,4212,UTC+7,54.2859263,85.9475985,24816,1816
"Кемеровская область - Кузбасс, г Калтан",652740,Россия,Сибирский,обл,Кемеровская область - Кузбасс,,,г,Калтан,,,4200000400000,5000e677-7d3c-4eec-b01d-f3f192abbd41,4,0,32415000000,32715000001,4214,UTC+7,53.5210919,87.2771636,21893,1946
